Sentence_Index,Tokens,Predicted_NER_Tags
83,in,O
83,my,O
83,water.,O
84,Looking,O
84,for,O
84,a,O
84,testosterone,I-PRODUCT
84,supplment,I-PRODUCT
84,and,O
84,I,O
84,have,O
84,no,O
84,idea,O
84,which,O
84,one,O
84,to,O
84,buy,O
85,"Hi,",O
85,I,O
85,would,O
85,like,O
85,to,O
85,have,O
85,a,O
85,protein,I-PRODUCT
85,powder,I-PRODUCT
85,without,O
85,caffeine,I-ATTRIBUTE
86,i,O
86,am,O
86,looking,O
86,for,O
86,a,O
86,very,O
86,good,O
86,fat,I-PRODUCT
86,burner,I-PRODUCT
86,thats,O
86,not,O
86,too,O
86,heavy,I-ATTRIBUTE
86,in,I-ATTRIBUTE
86,stimulants.,I-ATTRIBUTE
87,I,O
87,saw,O
87,a,O
87,sweater,I-PRODUCT
87,block,I-PRODUCT
87,with,O
87,multi,I-COLOUR
87,colour,I-COLOUR
87,yesterday.,O
87,I,O
87,wish,O
87,to,O
87,order,O
87,and,O
87,now,O
87,can't,O
87,find..,O
88,I'm,O
88,looking,O
88,for,O
88,a,O
88,polo,I-PRODUCT
88,shirt,I-PRODUCT
88,with,O
88,no,O
88,logo,I-ATTRIBUTE
88,on,O
88,it.,O
89,Hi,O
89,looking,O
89,for,O
89,the,O
89,toque,I-PRODUCT
89,and,O
89,neck,I-ATTRIBUTE
89,tube,I-ATTRIBUTE
89,displayed,I-ATTRIBUTE
89,in,O
89,the,O
89,woman's,I-ATTRIBUTE
89,ski,I-ATTRIBUTE
89,jacket,I-PRODUCT
89,the,O
89,jacket,I-PRODUCT
89,color,I-PRODUCT
89,that,O
89,is,O
89,light,O
89,blue,O
89,and,O
89,green,O
89,",",O
89,the,O
89,tuque,O
89,and,O
89,neck,O
89,tube,O
89,is,O
89,a,O
89,dusty,O
89,pink,O
89,sort,O
89,of,O
89,"color,",O
89,I,O
89,can't,O
89,find,O
89,it,O
89,anywhere,O
89,on,O
89,sight,O
89,i,O
89,see,O
89,simiar,O
89,items,O
89,but,O
89,want,O
89,a,O
89,matching,O
89,set,O
90,I,O
90,am,O
90,looking,O
90,for,O
90,a,O
90,bomber,I-ATTRIBUTE
90,style,I-ATTRIBUTE
90,jacket,I-PRODUCT
90,2,I-SIZE
90,XS,I-SIZE
90,no,O
90,hoody,I-ATTRIBUTE
90,",",O
90,and,O
90,black,O
91,Women's,I-ATTRIBUTE
91,pyjama,I-PRODUCT
91,pants,I-PRODUCT
91,without,O
91,waistband,I-ATTRIBUTE
92,Good,O
92,morning,O
92,I,O
92,am,O
92,looking,O
92,for,O
92,a,O
92,puffer,I-PRODUCT
92,vest,I-PRODUCT
92,three-quarter,I-SIZE
92,length,I-SIZE
92,I've,O
92,seen,O
92,them,O
92,On,O
92,the,O
92,website,O
92,but,O
92,no,O
92,longer,O
92,there,O
93,Good,O
93,"morning,",O
93,I,O
93,would,O
93,like,O
93,to,O
93,buy,O
93,the,O
93,product,I-PRODUCT
93,"below,",O
93,size,I-SIZE
93,M:,I-SIZE
93,How,O
93,can,O
93,I,O
93,proceed,O
93,with,O
93,this,O
93,purchase?,O
93,It,O
93,doesn't,O
93,seem,O
93,to,O
93,be,O
93,available,O
93,at,O
93,the,O
93,moment,O
94,Want,O
94,to,O
94,order,O
94,Women's,I-ATTRIBUTE
94,warm,I-ATTRIBUTE
94,waterproof,I-ATTRIBUTE
94,snow,I-PRODUCT
94,boots,I-PRODUCT
94,in,O
94,size,I-SIZE
94,8,I-SIZE
94,.,O
94,Doesn't,O
94,say,O
94,out,O
94,of,O
94,stock,O
94,but,O
94,can't,O
94,put,O
94,order,O
94,in.,O
94,Please,O
94,advise.,O
95,"Hi,",O
95,I'm,O
95,interested,O
95,in,O
95,the,O
95,women's,I-ATTRIBUTE
95,waterproof,I-ATTRIBUTE
95,mountain,I-PRODUCT
95,walking,I-PRODUCT
95,jacket,I-PRODUCT
95,in,O
95,green,I-COLOUR
95,but,O
95,the,O
95,website,O
95,only,O
95,gives,O
95,the,O
95,option,O
95,for,O
95,size,I-SIZE
95,XS,I-SIZE
95,and,O
95,does,O
95,not,O
95,allow,O
95,to,O
95,request,O
95,a,O
95,notification,I-ATTRIBUTE
96,Hi,O
96,I'm,O
96,looking,O
96,to,O
96,buy,O
96,this,O
96,but,O
96,I,O
96,cannot,O
96,find,O
96,an,O
96,22,I-SIZE
96,mm,I-SIZE
96,nozzle,I-PRODUCT
96,pump,I-PRODUCT
96,"anywhere,",O
96,do,O
96,you,O
96,have,O
96,one,O
96,on,O
96,your,O
96,site,O
96,or,O
96,know,O
96,where,O
96,I,O
96,can,O
96,get,O
96,one?,O
96,Thanks,O
97,Pool,I-PRODUCT
97,cue,I-PRODUCT
97,cases,I-PRODUCT
97,not,O
97,pool,I-PRODUCT
97,cues,I-PRODUCT
98,Looking,O
98,to,O
98,buy,O
98,hiking,I-PRODUCT
98,trousers,I-PRODUCT
98,but,O
98,don't,O
98,understand,O
98,sizes.,O
98,I,O
98,am,O
98,38in,I-SIZE
98,waist,I-SIZE
98,and,O
98,29in,I-SIZE
98,leg.,I-SIZE
98,Looking,O
98,to,O
98,buy,O
98,trekking,I-PRODUCT
98,trousers,I-PRODUCT
98,what,O
98,size,O
98,do,O
98,I,O
98,need,O
99,is,O
99,it,O
99,possible,O
99,to,O
99,order,O
99,a,O
99,bathroom,I-PRODUCT
99,vanity,I-PRODUCT
99,without,O
99,the,O
99,countertop?,I-ATTRIBUTE
100,I'm,O
100,looking,O
100,for,O
100,a,O
100,shower,I-PRODUCT
100,unit,I-PRODUCT
100,including,O
100,walls,I-ATTRIBUTE
100,bae,I-ATTRIBUTE
100,and,O
100,glass,I-MATERIAL
100,enclosure,O
100,but,O
100,the,O
100,whole,O
100,unit,O
100,cannot,O
100,be,O
100,higher,I-SIZE
100,than,O
100,75,I-SIZE
100,inches,I-SIZE
101,Hi,O
101,i,O
101,need,O
101,a,O
101,"10""",I-SIZE
101,rough,O
101,in,O
101,toilet,I-PRODUCT
101,"asap,",O
101,i'm,O
101,not,O
101,sure,O
101,if,O
101,you,O
101,have,O
101,it,O
101,in,O
101,stock.,O
101,I,O
101,don't,O
101,want,O
101,the,O
101,screw,O
101,less,O
102,Can,O
102,the,O
102,shower,I-PRODUCT
102,be,O
102,sold,O
102,without,O
102,the,O
102,walls?,I-ATTRIBUTE
103,You,O
103,don't,O
103,sell,O
103,any,O
103,"72""",I-SIZE
103,wide,I-SIZE
103,vanities?,I-PRODUCT
104,looking,O
104,for,O
104,shower,I-PRODUCT
104,system,I-PRODUCT
104,with,O
104,tub,I-ATTRIBUTE
104,faucet,I-ATTRIBUTE
104,altough,O
104,no,O
104,tub,I-PRODUCT
105,Looking,O
105,for,O
105,a,O
105,bathroom,I-PRODUCT
105,vanity,I-PRODUCT
105,&,I-PRODUCT
105,sink,I-PRODUCT
105,no,O
105,more,O
105,than,O
105,"16""",I-SIZE
105,deep,I-SIZE
106,looking,O
106,for,O
106,48,I-SIZE
106,inches,I-SIZE
106,floor,I-PRODUCT
106,cabinet,I-PRODUCT
106,single,I-PRODUCT
106,"sink,",I-PRODUCT
106,but,O
106,no,O
106,couter,I-ATTRIBUTE
106,top,I-ATTRIBUTE
107,Can,O
107,I,O
107,purchase,O
107,shower,I-PRODUCT
107,doors,I-PRODUCT
107,and,O
107,not,O
107,the,O
107,entire,I-PRODUCT
107,shower,I-PRODUCT
107,kit?,I-PRODUCT
108,Medicine,I-PRODUCT
108,cabinets,I-PRODUCT
108,with,O
108,no,O
108,mirror,I-ATTRIBUTE
109,I'm,O
109,looking,O
109,for,O
109,a,O
109,55,I-SIZE
109,inch,I-SIZE
109,vanity,I-PRODUCT
109,"top,",I-PRODUCT
109,which,O
109,is,O
109,not,O
109,a,O
109,regular,I-SIZE
109,size.,I-SIZE
109,Is,O
109,there,O
109,a,O
109,way,O
109,to,O
109,have,O
109,this,O
109,size?,O
110,I,O
110,need,O
110,a,O
110,"42""",I-SIZE
110,kitchen,I-PRODUCT
110,island.,I-PRODUCT
110,Do,O
110,you,O
110,have,O
110,any?,O
110,I,O
110,can't,O
110,find,O
110,them,O
110,on,O
110,the,O
110,website.,O
111,I,O
111,am,O
111,looking,O
111,for,O
111,a,O
111,black,I-COLOUR
111,glass,I-MATERIAL
111,shower,I-PRODUCT
111,tile.,I-PRODUCT
111,It,O
111,does,O
111,not,O
111,need,O
111,to,O
111,be,O
111,a,O
111,solid,I-COLOUR
111,"black,",I-COLOUR
111,can,O
111,have,O
111,accents,O
111,of,O
111,clear,I-COLOUR
111,or,O
111,silver,O
111,glass,O
111,tones,O
112,Medicine,I-PRODUCT
112,cabinet,I-PRODUCT
112,with,O
112,mirror,I-ATTRIBUTE
112,and,O
112,no,O
112,lights,I-ATTRIBUTE
113,We,O
113,are,O
113,looking,O
113,for,O
113,a,O
113,72,I-SIZE
113,inch,I-SIZE
113,soaker,I-PRODUCT
113,"tub,",I-PRODUCT
113,no,O
113,jets.,I-ATTRIBUTE
114,can,O
114,I,O
114,order,O
114,just,O
114,the,O
114,top,I-PRODUCT
114,and,O
114,not,O
114,the,O
114,cabinet?,I-PRODUCT
115,barbeque,I-PRODUCT
115,without,O
115,charcoal,I-ATTRIBUTE
116,Hi,O
116,"there,",O
116,I'm,O
116,interested,O
116,in,O
116,a,O
116,vanity.,I-PRODUCT
116,Am,O
116,I,O
116,able,O
116,to,O
116,purchase,O
116,without,O
116,the,O
116,sink,I-ATTRIBUTE
116,top?,I-ATTRIBUTE
117,Can,O
117,I,O
117,order,O
117,this,O
117,vessel,I-PRODUCT
117,sink,I-PRODUCT
117,without,O
117,the,O
117,attached,I-ATTRIBUTE
117,faucet,I-ATTRIBUTE
117,?,O
118,I'm,O
118,looking,O
118,for,O
118,a,O
118,"30""",I-SIZE
118,cabinet,I-PRODUCT
118,with,O
118,no,O
118,top,I-ATTRIBUTE
119,Looking,O
119,for,O
119,vanity,I-PRODUCT
119,but,O
119,sink,I-ATTRIBUTE
119,must,I-ATTRIBUTE
119,have,I-ATTRIBUTE
119,no,I-ATTRIBUTE
119,holes.,I-ATTRIBUTE
119,Faucet,I-ATTRIBUTE
119,in,I-ATTRIBUTE
119,on,I-ATTRIBUTE
119,wall,I-ATTRIBUTE
119,already,O
120,Hi.,O
120,I'm,O
120,looking,O
120,for,O
120,"36""",I-SIZE
120,vanity,I-PRODUCT
120,wall,I-ATTRIBUTE
120,mounted,I-ATTRIBUTE
120,black,I-COLOUR
120,or,O
120,white.,I-COLOUR
120,With,O
120,towel,I-ATTRIBUTE
120,storage,I-ATTRIBUTE
120,but,O
120,no,O
120,sinc,I-ATTRIBUTE
121,I,O
121,want,O
121,just,O
121,this,O
121,cabinet,I-PRODUCT
121,without,O
121,the,O
121,top,I-ATTRIBUTE
121,as,O
121,i,O
121,want,O
121,top,I-PRODUCT
121,mounted,I-PRODUCT
121,basins,I-PRODUCT
121,on,O
121,a,O
121,surface,O
121,matching,O
121,my,O
121,kitchen,O
122,Looking,O
122,for,O
122,a,O
122,pivot,I-PRODUCT
122,shower,I-PRODUCT
122,door,I-PRODUCT
122,in,O
122,black,I-COLOUR
122,to,O
122,fit,O
122,a,O
122,33,I-SIZE
122,inch,I-SIZE
122,opening,O
122,preferably,O
122,but,O
122,not,O
122,necessarily.,O
123,bathtub,I-PRODUCT
123,without,O
123,faucet?,I-ATTRIBUTE
124,Can,O
124,you,O
124,order,O
124,the,O
124,"59""",I-SIZE
124,bathrub,I-PRODUCT
124,without,O
124,the,O
124,faucet?,I-ATTRIBUTE
125,I,O
125,want,O
125,Grey,I-COLOUR
125,toilet,I-PRODUCT
125,not,O
125,assessceries,O
126,I,O
126,cannot,O
126,seem,O
126,to,O
126,sort,O
126,by,O
126,colour.,O
126,I,O
126,am,O
126,looking,O
126,for,O
126,a,O
126,cream,I-SIZE
126,"38""",I-SIZE
126,corner,I-PRODUCT
126,shower,I-PRODUCT
126,stall,I-PRODUCT
127,do,O
127,you,O
127,have,O
127,60,I-SIZE
127,Inch,I-SIZE
127,kitchen,I-PRODUCT
127,island,I-PRODUCT
127,with,O
127,quartz,I-ATTRIBUTE
127,top,I-PRODUCT
127,with,O
127,no,O
127,seatings,I-ATTRIBUTE
128,Frameless,I-ATTRIBUTE
128,beveled,I-ATTRIBUTE
128,mirror,I-PRODUCT
128,no,O
128,more,O
128,than,O
128,"29""x29""",I-SIZE
129,Bath,I-PRODUCT
129,tub,I-PRODUCT
129,without,O
129,texture,O
130,Looking,O
130,for,O
130,a,O
130,bathroom,I-PRODUCT
130,cabinet,I-PRODUCT
130,without,O
130,top,I-ATTRIBUTE
130,60,I-SIZE
130,inches,I-SIZE
131,Looking,O
131,for,O
131,a,O
131,medicine,I-PRODUCT
131,cabinet,I-PRODUCT
131,with,O
131,mirror,I-ATTRIBUTE
131,front,I-ATTRIBUTE
131,not,O
131,Recessed,O
131,that,O
131,would,O
131,fit,O
131,50,I-SIZE
131,inch,I-SIZE
131,wide,I-SIZE
131,39,I-SIZE
131,inch,I-SIZE
131,tall,O
131,the,O
131,best,O
132,I,O
132,need,O
132,a,O
132,"60""",I-SIZE
132,vanity,I-PRODUCT
132,with,O
132,a,O
132,sink,I-ATTRIBUTE
132,that's,I-ATTRIBUTE
132,offset,I-ATTRIBUTE
132,to,O
132,the,O
132,right,O
132,-,O
132,not,O
132,centred,O
133,I,O
133,am,O
133,looking,O
133,for,O
133,a,O
133,37,I-SIZE
133,inch,I-SIZE
133,bathroom,I-PRODUCT
133,cabinet,I-PRODUCT
133,without,O
133,a,O
133,top,I-ATTRIBUTE
133,or,O
133,sink,O
133,because,O
133,I,O
133,have,O
133,one.,O
133,Do,O
133,you,O
133,have,O
133,anything,O
133,in,O
133,stock?,O
134,I'm,O
134,looking,O
134,for,O
134,a,O
134,mirror,I-PRODUCT
134,without,O
134,a,O
134,fram,I-ATTRIBUTE
134,40,I-SIZE
134,inches,I-SIZE
134,x,I-SIZE
134,60,I-SIZE
134,inches,I-SIZE
135,I,O
135,am,O
135,looking,O
135,for,O
135,a,O
135,kitchen,I-PRODUCT
135,faucet,I-PRODUCT
135,in,O
135,Stainless,I-ATTRIBUTE
135,Steel.,I-ATTRIBUTE
135,Do,O
135,you,O
135,have,O
135,in,O
135,stock,O
135,na,O
135,did,O
135,not,O
135,what,O
135,would,O
135,be,O
135,turn,O
135,around,O
135,time,O
135,and,O
135,pricing.,O
135,Thanks,O
136,Hi,O
136,looking,O
136,for,O
136,a,O
136,24,I-SIZE
136,inch,I-SIZE
136,vanity,I-PRODUCT
136,top,I-PRODUCT
136,and,I-PRODUCT
136,"sink,",I-PRODUCT
136,no,O
136,base,I-ATTRIBUTE
137,Bathroom,I-PRODUCT
137,vanities,I-PRODUCT
137,no,O
137,countertop,I-ATTRIBUTE
138,I,O
138,don't,O
138,want,O
138,double,O
138,"sink,",O
138,I,O
138,want,O
138,a,O
138,rectangle,I-ATTRIBUTE
138,sink,I-ATTRIBUTE
139,Looking,O
139,for,O
139,a,O
139,30,I-SIZE
139,inch,I-SIZE
139,bathroom,I-PRODUCT
139,vanity,I-PRODUCT
139,not,O
139,"55""",I-SIZE
140,I,O
140,am,O
140,looking,O
140,for,O
140,a,O
140,30,I-SIZE
140,inch,I-SIZE
140,bathroom,I-PRODUCT
140,shelf,I-PRODUCT
140,not,O
140,wall,I-ATTRIBUTE
140,mounted,I-ATTRIBUTE
141,Wall,I-ATTRIBUTE
141,mount,I-PRODUCT
141,rectangular,I-PRODUCT
141,sink,I-PRODUCT
141,without,O
141,a,O
141,faucet,I-ATTRIBUTE
141,hole,I-ATTRIBUTE
142,Grey,I-COLOUR
142,toilet,I-PRODUCT
142,not,O
142,toilet,I-PRODUCT
142,brush,I-PRODUCT
143,Good,O
143,morning.,O
143,We,O
143,are,O
143,looking,O
143,for,O
143,chrome,I-PRODUCT
143,shower,I-PRODUCT
143,head,I-PRODUCT
143,with,O
143,high,I-ATTRIBUTE
143,pressure,I-ATTRIBUTE
143,-,I-ATTRIBUTE
143,simple,I-ATTRIBUTE
143,no,O
143,bells,I-ATTRIBUTE
143,and,O
143,whistles,O
143,just,O
143,good,O
143,pressure,O
144,can,O
144,you,O
144,help,O
144,me,O
144,find,O
144,a,O
144,pharmacy,I-PRODUCT
144,without,O
144,a,O
144,mirror,I-ATTRIBUTE
144,"18-20""",I-SIZE
144,wide?,I-SIZE
145,Looking,O
145,for,O
145,a,O
145,double,I-ATTRIBUTE
145,sink,I-PRODUCT
145,in,O
145,black,I-COLOUR
145,that,O
145,is,O
145,no,O
145,more,O
145,than,O
145,"23""",I-SIZE
145,wide.,I-SIZE
145,Does,O
145,this,O
145,exist?,O
146,I,O
146,am,O
146,looking,O
146,for,O
146,a,O
146,toilet,I-PRODUCT
146,seat,I-PRODUCT
146,without,O
146,undermounted,I-ATTRIBUTE
146,hinges,I-ATTRIBUTE
146,for,O
146,a,O
146,one,O
146,piece,I-ATTRIBUTE
146,toilet,I-ATTRIBUTE
147,Do,O
147,you,O
147,have,O
147,mirror,I-PRODUCT
147,medicine,I-PRODUCT
147,cabinet,I-PRODUCT
147,without,O
147,led,O
148,Do,O
148,you,O
148,have,O
148,shower,I-PRODUCT
148,panels,I-PRODUCT
148,that,O
148,aren't,O
148,see,O
148,through?,O
148,Like,O
148,frosted,O
148,glass,I-MATERIAL
149,I,O
149,don't,O
149,need,O
149,a,O
149,vanity,I-PRODUCT
149,just,O
149,the,O
149,quartz,I-PRODUCT
149,top,I-PRODUCT
149,with,O
149,built,I-ATTRIBUTE
149,in,I-ATTRIBUTE
149,sink,I-ATTRIBUTE
150,"Hi,",O
150,I,O
150,was,O
150,looking,O
150,a,O
150,free,I-ATTRIBUTE
150,standing,I-ATTRIBUTE
150,tub,I-PRODUCT
150,yesterday,I-PRODUCT
150,for,O
150,$650,I-SIZE
150,",",O
150,it,O
150,was,O
150,on,O
150,for,O
150,50%,O
150,off.,O
150,I,O
150,don't,O
150,see,O
150,it,O
150,"now,",O
150,is,O
150,it,O
150,still,O
150,on,O
150,sale,O
150,?,O
151,Looking,O
151,for,O
151,a,O
151,large,O
151,free,O
151,standing,O
151,tub...,O
151,not,O
151,acrylic,O
151,or,O
151,fiberglass,I-ATTRIBUTE
152,i,O
152,don't,O
152,want,O
152,a,O
152,complete,I-PRODUCT
152,vanity,I-PRODUCT
152,just,O
152,the,O
152,top,I-PRODUCT
153,Hi,O
153,..,O
153,never,O
153,been,O
153,to,O
153,your,O
153,store,O
153,",looking",O
153,for,O
153,vinyl,O
153,wardrobes,O
153,do,O
153,not,O
153,know,O
153,if,O
153,you,O
153,carry,O
153,those,O
153,..,O
153,thanks,O
154,Thank,O
154,you,O
154,very,O
154,much,O
154,I'm,O
154,looking,O
154,for,O
154,a,O
154,shower,I-PRODUCT
154,stall,I-PRODUCT
154,kit,I-PRODUCT
154,that,O
154,is,O
154,not,O
154,priced,O
154,to,O
154,high,O
154,it's,O
154,for,O
154,a,O
154,basement,O
155,t-shirt,I-PRODUCT
155,without,O
155,logo,I-ATTRIBUTE
156,Shower,I-PRODUCT
156,door,I-PRODUCT
156,no,O
156,side,I-ATTRIBUTE
156,panels,I-ATTRIBUTE
157,I,O
157,am,O
157,looking,O
157,for,O
157,a,O
157,heated,I-ATTRIBUTE
157,air,I-ATTRIBUTE
157,and,O
157,water,I-ATTRIBUTE
157,jetted,I-ATTRIBUTE
157,tub.,I-ATTRIBUTE
158,bathub,I-PRODUCT
158,with,O
158,jets,O
159,"Hello,",O
159,what,O
159,is,O
159,the,O
159,biggest,O
159,blade,O
159,on,O
159,a,O
159,shower,I-PRODUCT
159,squeegee,I-PRODUCT
159,that,O
159,you,O
159,carry??,O
160,looking,O
160,for,O
160,a,O
160,bathtub,I-PRODUCT
160,left,I-PRODUCT
160,hand,O
160,drain,O
160,but,O
160,square,O
160,not,O
160,oval,O
161,Do,O
161,you,O
161,sell,O
161,a,O
161,tub,I-PRODUCT
161,shower,I-PRODUCT
161,faucet,I-PRODUCT
161,set,I-PRODUCT
161,that,O
161,does,O
161,not,O
161,have,O
161,the,O
161,anti,O
161,scald,O
161,feature?,O
162,What,O
162,rectangular,I-PRODUCT
162,shower,I-PRODUCT
162,units,I-PRODUCT
162,are,O
162,available?,O
163,I,O
163,am,O
163,looking,O
163,for,O
163,a,O
163,35,I-SIZE
163,inch,I-SIZE
163,bathroom,I-PRODUCT
163,sink,I-PRODUCT
163,countertop,I-PRODUCT
163,with,O
163,sink,I-ATTRIBUTE
164,I'm,O
164,looking,O
164,f,O
164,or,O
164,a,O
164,Black,I-COLOUR
164,Matte,I-PRODUCT
164,bathtub,I-PRODUCT
164,double,O
164,sliding,O
164,door,O
165,Need,O
165,a,O
165,27,I-SIZE
165,inch,I-SIZE
165,frameless,I-ATTRIBUTE
165,shower,I-PRODUCT
165,door,I-PRODUCT
166,Looking,O
166,for,O
166,30,I-SIZE
166,inch,I-SIZE
166,white,I-COLOUR
166,desk,I-PRODUCT
166,set,I-PRODUCT
