,Tokens,X,_,Tags,is_negative
2108,must,-X-,_,I-ATTRIBUTE,True
2109,have,-X-,_,I-ATTRIBUTE,True
2110,no,-X-,_,I-ATTRIBUTE,True
2111,holes,-X-,_,I-ATTRIBUTE,True
2112,.,-X-,_,O,False
2113,face,-X-,_,B-ATTRIBUTE,False
2114,in,-X-,_,I-ATTRIBUTE,False
2115,on,-X-,_,I-ATTRIBUTE,False
2116,wall,-X-,_,I-ATTRIBUTE,False
2117,already,-X-,_,O,False
2118,,,,,
2119,hi,-X-,_,O,False
2120,.,-X-,_,O,False
2121,i,-X-,_,O,False
2122,'m,-X-,_,O,False
2123,looking,-X-,_,O,False
2124,for,-X-,_,O,False
2125,36,-X-,_,B-SIZE,False
2126,'',-X-,_,I-SIZE,False
2127,vanity,-X-,_,B-PRODUCT,False
2128,wall,-X-,_,B-ATTRIBUTE,False
2129,mounted,-X-,_,I-ATTRIBUTE,False
2130,black,-X-,_,B-COLOUR,False
2131,or,-X-,_,O,False
2132,white,-X-,_,B-COLOUR,False
2133,.,-X-,_,O,False
2134,with,-X-,_,O,False
2135,towel,-X-,_,B-ATTRIBUTE,False
2136,storage,-X-,_,I-ATTRIBUTE,False
2137,but,-X-,_,O,False
2138,no,-X-,_,O,False
2139,since,-X-,_,B-ATTRIBUTE,True
2140,,,,,
2141,i,-X-,_,O,False
2142,want,-X-,_,O,False
2143,just,-X-,_,O,False
2144,this,-X-,_,O,False
2145,cabinet,-X-,_,B-PRODUCT,False
2146,without,-X-,_,O,False
2147,the,-X-,_,O,False
2148,top,-X-,_,B-ATTRIBUTE,True
2149,as,-X-,_,O,False
2150,i,-X-,_,O,False
2151,want,-X-,_,O,False
2152,top,-X-,_,B-PRODUCT,False
2153,mounted,-X-,_,I-PRODUCT,False
2154,basins,-X-,_,I-PRODUCT,False
2155,on,-X-,_,O,False
2156,a,-X-,_,O,False
2157,surface,-X-,_,O,False
2158,matching,-X-,_,O,False
2159,my,-X-,_,O,False
2160,kitchen,-X-,_,O,False
2161,,,,,
2162,looking,-X-,_,O,False
2163,for,-X-,_,O,False
2164,a,-X-,_,O,False
2165,pivot,-X-,_,B-PRODUCT,False
2166,shower,-X-,_,I-PRODUCT,False
2167,door,-X-,_,I-PRODUCT,False
2168,in,-X-,_,O,False
2169,black,-X-,_,B-COLOUR,False
2170,to,-X-,_,O,False
2171,fit,-X-,_,O,False
2172,a,-X-,_,O,False
2173,33,-X-,_,B-SIZE,False
2174,inch,-X-,_,I-SIZE,False
2175,opening,-X-,_,O,False
2176,preferably,-X-,_,O,False
2177,but,-X-,_,O,False
2178,not,-X-,_,O,False
2179,necessarily,-X-,_,O,False
2180,.,-X-,_,O,False
2181,,,,,
2182,bathtub,-X-,_,B-PRODUCT,False
2183,without,-X-,_,O,False
2184,facet,-X-,_,B-ATTRIBUTE,True
2185,?,-X-,_,O,False
2186,,,,,
2187,can,-X-,_,O,False
2188,you,-X-,_,O,False
2189,order,-X-,_,O,False
2190,the,-X-,_,O,False
2191,59,-X-,_,B-SIZE,False
2192,'',-X-,_,I-SIZE,False
2193,bathtub,-X-,_,B-PRODUCT,False
2194,without,-X-,_,O,False
2195,the,-X-,_,O,False
2196,facet,-X-,_,B-ATTRIBUTE,True
2197,?,-X-,_,O,False
2198,,,,,
2199,i,-X-,_,O,False
2200,want,-X-,_,O,False
2201,grey,-X-,_,B-COLOUR,False
2202,toilet,-X-,_,B-PRODUCT,False
2203,not,-X-,_,O,False
2204,assessceries,-X-,_,B-PRODUCT,True
2205,,,,,
2206,i,-X-,_,O,False
2207,can,-X-,_,O,False
2208,not,-X-,_,O,False
2209,seem,-X-,_,O,False
2210,to,-X-,_,O,False
2211,sort,-X-,_,O,False
2212,by,-X-,_,O,False
2213,colour,-X-,_,O,False
2214,.,-X-,_,O,False
2215,i,-X-,_,O,False
2216,am,-X-,_,O,False
2217,looking,-X-,_,O,False
2218,for,-X-,_,O,False
2219,a,-X-,_,O,False
2220,cream,-X-,_,B-COLOUR,False
2221,38,-X-,_,B-SIZE,False
2222,'',-X-,_,I-SIZE,False
2223,corner,-X-,_,B-PRODUCT,False
2224,shower,-X-,_,I-PRODUCT,False
2225,stall,-X-,_,I-PRODUCT,False
2226,,,,,
2227,do,-X-,_,O,False
2228,you,-X-,_,O,False
2229,have,-X-,_,O,False
2230,60,-X-,_,B-SIZE,False
2231,inch,-X-,_,I-SIZE,False
2232,kitchen,-X-,_,B-PRODUCT,False
2233,island,-X-,_,I-PRODUCT,False
2234,with,-X-,_,O,False
2235,quartz,-X-,_,B-MATERIAL,False
2236,top,-X-,_,B-ATTRIBUTE,False
2237,with,-X-,_,O,False
2238,no,-X-,_,O,False
2239,settings,-X-,_,B-ATTRIBUTE,True
2240,,,,,
2241,frameless,-X-,_,B-ATTRIBUTE,False
2242,leveled,-X-,_,B-ATTRIBUTE,False
2243,mirror,-X-,_,B-PRODUCT,False
2244,no,-X-,_,O,False
2245,more,-X-,_,O,False
2246,than,-X-,_,O,False
2247,29,-X-,_,B-SIZE,False
2248,'',-X-,_,I-SIZE,False
2249,,,,,
2250,bath,-X-,_,B-PRODUCT,False
2251,tub,-X-,_,I-PRODUCT,False
2252,without,-X-,_,O,False
2253,texture,-X-,_,B-TEXTURE,True
2254,,,,,
2255,looking,-X-,_,O,False
2256,for,-X-,_,O,False
2257,a,-X-,_,O,False
2258,bathroom,-X-,_,B-PRODUCT,False
2259,cabinet,-X-,_,I-PRODUCT,False
2260,without,-X-,_,O,False
2261,top,-X-,_,B-ATTRIBUTE,True
2262,60,-X-,_,B-SIZE,False
2263,inches,-X-,_,I-SIZE,False
2264,,,,,
2265,looking,-X-,_,O,False
2266,for,-X-,_,O,False
2267,a,-X-,_,O,False
2268,medicine,-X-,_,B-PRODUCT,False
2269,cabinet,-X-,_,I-PRODUCT,False
2270,with,-X-,_,O,False
2271,mirror,-X-,_,B-ATTRIBUTE,False
2272,front,-X-,_,O,False
2273,not,-X-,_,O,False
2274,recessed,-X-,_,O,False
2275,that,-X-,_,O,False
2276,would,-X-,_,O,False
2277,fit,-X-,_,O,False
2278,50,-X-,_,B-SIZE,False
2279,inch,-X-,_,I-SIZE,False
2280,wide,-X-,_,I-SIZE,False
2281,39,-X-,_,B-SIZE,False
2282,inch,-X-,_,I-SIZE,False
2283,tall,-X-,_,I-SIZE,False
2284,the,-X-,_,O,False
2285,best,-X-,_,O,False
2286,,,,,
2287,i,-X-,_,O,False
2288,need,-X-,_,O,False
2289,a,-X-,_,O,False
2290,60,-X-,_,B-SIZE,False
2291,'',-X-,_,I-SIZE,False
2292,vanity,-X-,_,B-PRODUCT,False
2293,with,-X-,_,O,False
2294,a,-X-,_,O,False
2295,sink,-X-,_,B-ATTRIBUTE,False
2296,that,-X-,_,O,False
2297,'s,-X-,_,O,False
2298,offset,-X-,_,B-ATTRIBUTE,False
2299,to,-X-,_,I-ATTRIBUTE,False
2300,the,-X-,_,I-ATTRIBUTE,False
2301,right,-X-,_,I-ATTRIBUTE,False
2302,-,-X-,_,O,False
2303,not,-X-,_,O,False
2304,centred,-X-,_,B-ATTRIBUTE,True
2305,,,,,
2306,i,-X-,_,O,False
2307,am,-X-,_,O,False
2308,looking,-X-,_,O,False
2309,for,-X-,_,O,False
2310,a,-X-,_,O,False
2311,37,-X-,_,B-SIZE,False
2312,inch,-X-,_,I-SIZE,False
2313,bathroom,-X-,_,B-PRODUCT,False
2314,cabinet,-X-,_,I-PRODUCT,False
2315,without,-X-,_,O,False
2316,a,-X-,_,O,False
2317,top,-X-,_,B-ATTRIBUTE,True
2318,or,-X-,_,O,False
2319,sink,-X-,_,B-ATTRIBUTE,True
2320,because,-X-,_,O,False
2321,i,-X-,_,O,False
2322,have,-X-,_,O,False
2323,one,-X-,_,O,False
2324,.,-X-,_,O,False
2325,do,-X-,_,O,False
2326,you,-X-,_,O,False
2327,have,-X-,_,O,False
2328,anything,-X-,_,O,False
2329,in,-X-,_,O,False
2330,stock,-X-,_,O,False
2331,?,-X-,_,O,False
2332,,,,,
2333,i,-X-,_,O,False
2334,'m,-X-,_,O,False
2335,looking,-X-,_,O,False
2336,for,-X-,_,O,False
2337,a,-X-,_,O,False
2338,mirror,-X-,_,B-PRODUCT,False
2339,without,-X-,_,O,False
2340,a,-X-,_,O,False
2341,from,-X-,_,B-ATTRIBUTE,True
2342,40,-X-,_,B-SIZE,False
2343,inches,-X-,_,I-SIZE,False
2344,x,-X-,_,O,False
2345,60,-X-,_,B-SIZE,False
2346,inches,-X-,_,I-SIZE,False
2347,,,,,
2348,i,-X-,_,O,False
2349,am,-X-,_,O,False
2350,looking,-X-,_,O,False
2351,for,-X-,_,O,False
2352,a,-X-,_,O,False
2353,kitchen,-X-,_,B-PRODUCT,False
2354,facet,-X-,_,I-PRODUCT,False
2355,in,-X-,_,O,False
2356,stainless,-X-,_,B-MATERIAL,False
2357,steel,-X-,_,I-MATERIAL,False
2358,.,-X-,_,O,False
2359,do,-X-,_,O,False
2360,you,-X-,_,O,False
2361,have,-X-,_,O,False
2362,in,-X-,_,O,False
2363,stock,-X-,_,O,False
2364,na,-X-,_,O,False
2365,did,-X-,_,O,False
2366,not,-X-,_,O,False
2367,what,-X-,_,O,False
2368,would,-X-,_,O,False
2369,be,-X-,_,O,False
2370,turn,-X-,_,O,False
2371,around,-X-,_,O,False
2372,time,-X-,_,O,False
2373,and,-X-,_,O,False
2374,pricing,-X-,_,O,False
2375,.,-X-,_,O,False
2376,thanks,-X-,_,O,False
2377,,,,,
2378,hi,-X-,_,O,False
2379,looking,-X-,_,O,False
2380,for,-X-,_,O,False
2381,a,-X-,_,O,False
2382,24,-X-,_,B-SIZE,False
2383,inch,-X-,_,I-SIZE,False
2384,vanity,-X-,_,B-PRODUCT,False
2385,top,-X-,_,I-PRODUCT,False
2386,and,-X-,_,I-PRODUCT,False
2387,sink,-X-,_,I-PRODUCT,False
2388,",",-X-,_,O,False
2389,no,-X-,_,O,False
2390,base,-X-,_,B-ATTRIBUTE,True
2391,,,,,
2392,bathroom,-X-,_,B-PRODUCT,False
2393,varieties,-X-,_,I-PRODUCT,False
2394,no,-X-,_,O,False
2395,countertop,-X-,_,B-ATTRIBUTE,True
2396,,,,,
2397,i,-X-,_,O,False
2398,do,-X-,_,O,False
2399,n't,-X-,_,O,False
2400,want,-X-,_,O,False
2401,double,-X-,_,B-ATTRIBUTE,True
2402,sink,-X-,_,B-PRODUCT,True
2403,",",-X-,_,O,False
2404,i,-X-,_,O,False
2405,want,-X-,_,O,False
2406,a,-X-,_,O,False
2407,rectangle,-X-,_,B-SHAPE,False
2408,sink,-X-,_,B-PRODUCT,False
2409,,,,,
2410,looking,-X-,_,O,False
2411,for,-X-,_,O,False
2412,a,-X-,_,O,False
2413,30,-X-,_,B-SIZE,False
2414,inch,-X-,_,I-SIZE,False
2415,bathroom,-X-,_,B-PRODUCT,False
2416,vanity,-X-,_,I-PRODUCT,False
2417,not,-X-,_,O,False
2418,55,-X-,_,B-SIZE,True
2419,'',-X-,_,I-SIZE,True
2420,,,,,
2421,i,-X-,_,O,False
2422,am,-X-,_,O,False
2423,looking,-X-,_,O,False
2424,for,-X-,_,O,False
2425,a,-X-,_,O,False
2426,30,-X-,_,B-SIZE,False
2427,inch,-X-,_,I-SIZE,False
2428,bathroom,-X-,_,B-PRODUCT,False
2429,shelf,-X-,_,I-PRODUCT,False
2430,not,-X-,_,O,False
2431,wall,-X-,_,B-ATTRIBUTE,True
2432,mounted,-X-,_,I-ATTRIBUTE,True
2433,,,,,
2434,wall,-X-,_,B-ATTRIBUTE,False
2435,mount,-X-,_,I-ATTRIBUTE,False
2436,rectangular,-X-,_,B-SHAPE,False
2437,sink,-X-,_,B-PRODUCT,False
2438,without,-X-,_,O,False
2439,a,-X-,_,O,False
2440,facet,-X-,_,B-ATTRIBUTE,True
2441,hole,-X-,_,I-ATTRIBUTE,True
2442,,,,,
2443,grey,-X-,_,B-COLOUR,False
2444,toilet,-X-,_,B-PRODUCT,False
2445,not,-X-,_,O,False
2446,toilet,-X-,_,B-PRODUCT,True
2447,brush,-X-,_,I-PRODUCT,True
2448,,,,,
2449,good,-X-,_,O,False
2450,morning,-X-,_,O,False
2451,.,-X-,_,O,False
2452,we,-X-,_,O,False
2453,are,-X-,_,O,False
2454,looking,-X-,_,O,False
2455,for,-X-,_,O,False
2456,chrome,-X-,_,B-MATERIAL,False
2457,shower,-X-,_,B-PRODUCT,False
2458,head,-X-,_,I-PRODUCT,False
2459,with,-X-,_,O,False
2460,high,-X-,_,B-ATTRIBUTE,False
2461,pressure,-X-,_,I-ATTRIBUTE,False
2462,-,-X-,_,O,False
2463,simple,-X-,_,O,False
2464,no,-X-,_,O,False
2465,bells,-X-,_,O,False
2466,and,-X-,_,O,False
2467,whistles,-X-,_,O,False
2468,just,-X-,_,O,False
2469,good,-X-,_,B-ATTRIBUTE,False
2470,pressure,-X-,_,I-ATTRIBUTE,False
2471,,,,,
2472,can,-X-,_,O,False
2473,you,-X-,_,O,False
2474,help,-X-,_,O,False
2475,me,-X-,_,O,False
2476,find,-X-,_,O,False
2477,a,-X-,_,O,False
2478,pharmacy,-X-,_,B-PRODUCT,False
2479,without,-X-,_,O,False
2480,a,-X-,_,O,False
2481,mirror,-X-,_,B-ATTRIBUTE,True
2482,18,-X-,_,B-SIZE,False
2483,-,-X-,_,B-SIZE,False
2484,20,-X-,_,B-SIZE,False
2485,'',-X-,_,I-SIZE,False
2486,wide,-X-,_,I-SIZE,False
2487,?,-X-,_,O,False
2488,,,,,
2489,looking,-X-,_,O,False
2490,for,-X-,_,O,False
2491,a,-X-,_,O,False
2492,double,-X-,_,B-PRODUCT,False
2493,sink,-X-,_,I-PRODUCT,False
2494,in,-X-,_,O,False
2495,black,-X-,_,B-COLOUR,False
2496,that,-X-,_,O,False
2497,is,-X-,_,O,False
2498,no,-X-,_,O,False
2499,more,-X-,_,O,False
2500,than,-X-,_,O,False
2501,23,-X-,_,B-SIZE,False
2502,'',-X-,_,I-SIZE,False
2503,wide,-X-,_,I-SIZE,False
2504,.,-X-,_,O,False
2505,does,-X-,_,O,False
2506,this,-X-,_,O,False
2507,exist,-X-,_,O,False
2508,?,-X-,_,O,False
2509,,,,,
2510,i,-X-,_,O,False
2511,am,-X-,_,O,False
2512,looking,-X-,_,O,False
2513,for,-X-,_,O,False
2514,a,-X-,_,O,False
2515,toilet,-X-,_,B-PRODUCT,False
2516,seat,-X-,_,I-PRODUCT,False
2517,without,-X-,_,O,False
2518,undermounted,-X-,_,B-ATTRIBUTE,True
2519,hinges,-X-,_,I-ATTRIBUTE,True
2520,for,-X-,_,O,False
2521,a,-X-,_,O,False
2522,one,-X-,_,B-ATTRIBUTE,False
2523,piece,-X-,_,I-ATTRIBUTE,False
2524,toilet,-X-,_,I-ATTRIBUTE,False
2525,,,,,
2526,do,-X-,_,O,False
2527,you,-X-,_,O,False
2528,have,-X-,_,O,False
2529,mirror,-X-,_,B-PRODUCT,False
2530,medicine,-X-,_,I-PRODUCT,False
2531,cabinet,-X-,_,I-PRODUCT,False
2532,without,-X-,_,O,False
2533,led,-X-,_,B-ATTRIBUTE,True
2534,,,,,
2535,do,-X-,_,O,False
2536,you,-X-,_,O,False
2537,have,-X-,_,O,False
2538,shower,-X-,_,B-PRODUCT,False
2539,panels,-X-,_,I-PRODUCT,False
2540,that,-X-,_,O,False
2541,are,-X-,_,O,False
2542,n't,-X-,_,O,False
2543,see,-X-,_,B-ATTRIBUTE,True
2544,through,-X-,_,I-ATTRIBUTE,True
2545,?,-X-,_,O,False
2546,like,-X-,_,O,False
2547,fronted,-X-,_,B-MATERIAL,False
2548,glass,-X-,_,I-MATERIAL,False
2549,,,,,
2550,i,-X-,_,O,False
2551,do,-X-,_,O,False
2552,n't,-X-,_,O,False
2553,need,-X-,_,O,False
2554,a,-X-,_,O,False
2555,vanity,-X-,_,B-PRODUCT,True
2556,just,-X-,_,O,False
2557,the,-X-,_,O,False
2558,quartz,-X-,_,B-MATERIAL,False
2559,top,-X-,_,B-PRODUCT,False
2560,with,-X-,_,O,False
2561,built,-X-,_,B-ATTRIBUTE,False
2562,in,-X-,_,I-ATTRIBUTE,False
2563,sink,-X-,_,I-ATTRIBUTE,False
2564,,,,,
2565,hi,-X-,_,O,False
2566,",",-X-,_,O,False
2567,i,-X-,_,O,False
2568,was,-X-,_,O,False
2569,looking,-X-,_,O,False
2570,a,-X-,_,O,False
2571,free,-X-,_,B-ATTRIBUTE,False
2572,standing,-X-,_,I-ATTRIBUTE,False
2573,tub,-X-,_,B-PRODUCT,False
2574,yesterday,-X-,_,O,False
2575,for,-X-,_,O,False
2576,$,-X-,_,B-PRICE,False
2577,650,-X-,_,I-PRICE,False
2578,",",-X-,_,O,False
2579,it,-X-,_,O,False
2580,was,-X-,_,O,False
2581,on,-X-,_,O,False
2582,for,-X-,_,O,False
2583,50,-X-,_,O,False
2584,%,-X-,_,O,False
2585,off,-X-,_,O,False
2586,.,-X-,_,O,False
2587,i,-X-,_,O,False
2588,do,-X-,_,O,False
2589,n't,-X-,_,O,False
2590,see,-X-,_,O,False
2591,it,-X-,_,O,False
2592,now,-X-,_,O,False
2593,",",-X-,_,O,False
2594,is,-X-,_,O,False
2595,it,-X-,_,O,False
2596,still,-X-,_,O,False
2597,on,-X-,_,O,False
2598,sale,-X-,_,O,False
2599,?,-X-,_,O,False
2600,,,,,
2601,looking,-X-,_,O,False
2602,for,-X-,_,O,False
2603,a,-X-,_,O,False
2604,large,-X-,_,B-SIZE,False
2605,free,-X-,_,B-ATTRIBUTE,False
2606,standing,-X-,_,I-ATTRIBUTE,False
2607,tub,-X-,_,B-PRODUCT,False
2608,.,-X-,_,O,False
2609,..,-X-,_,O,False
2610,...,-X-,_,O,False
2611,not,-X-,_,O,False
2612,acrylic,-X-,_,B-MATERIAL,True
2613,or,-X-,_,O,False
2614,fiberglass,-X-,_,B-MATERIAL,True
2615,,,,,
2616,i,-X-,_,O,False
2617,do,-X-,_,O,False
2618,n't,-X-,_,O,False
2619,want,-X-,_,O,False
2620,a,-X-,_,O,False
2621,complete,-X-,_,O,False
2622,vanity,-X-,_,B-PRODUCT,True
2623,just,-X-,_,O,False
2624,the,-X-,_,O,False
2625,top,-X-,_,B-PRODUCT,False
2626,,,,,
2627,hi,-X-,_,O,False
2628,.,-X-,_,O,False
2629,..,-X-,_,O,False
2630,never,-X-,_,O,False
2631,been,-X-,_,O,False
2632,to,-X-,_,O,False
2633,your,-X-,_,O,False
2634,store,-X-,_,O,False
2635,",",-X-,_,O,False
2636,looking,-X-,_,O,False
2637,for,-X-,_,O,False
2638,vinyl,-X-,_,B-MATERIAL,False
2639,wardrobe,-X-,_,B-PRODUCT,False
2640,do,-X-,_,O,False
2641,not,-X-,_,O,False
2642,know,-X-,_,O,False
2643,if,-X-,_,O,False
2644,you,-X-,_,O,False
2645,carry,-X-,_,O,False
2646,those,-X-,_,O,False
2647,.,-X-,_,O,False
2648,..,-X-,_,O,False
2649,thanks,-X-,_,O,False
2650,,,,,
2651,thank,-X-,_,O,False
2652,you,-X-,_,O,False
2653,very,-X-,_,O,False
2654,much,-X-,_,O,False
2655,i,-X-,_,O,False
2656,'m,-X-,_,O,False
2657,looking,-X-,_,O,False
2658,for,-X-,_,O,False
2659,a,-X-,_,O,False
2660,shower,-X-,_,B-PRODUCT,False
2661,stall,-X-,_,I-PRODUCT,False
2662,kit,-X-,_,I-PRODUCT,False
2663,that,-X-,_,O,False
2664,is,-X-,_,O,False
2665,not,-X-,_,O,False
2666,priced,-X-,_,B-PRICE,True
2667,to,-X-,_,I-PRICE,True
2668,high,-X-,_,I-PRICE,True
2669,it,-X-,_,O,False
2670,'s,-X-,_,O,False
2671,for,-X-,_,O,False
2672,a,-X-,_,O,False
2673,basement,-X-,_,O,False
2674,,,,,
2675,t,-X-,_,B-PRODUCT,False
2676,-,-X-,_,B-PRODUCT,False
2677,shirt,-X-,_,B-PRODUCT,False
2678,without,-X-,_,O,False
2679,logo,-X-,_,B-ATTRIBUTE,True
2680,,,,,
2681,shower,-X-,_,B-PRODUCT,False
2682,door,-X-,_,I-PRODUCT,False
2683,no,-X-,_,O,False
2684,side,-X-,_,B-ATTRIBUTE,True
2685,panels,-X-,_,I-ATTRIBUTE,True
2686,,,,,
2687,i,-X-,_,O,False
2688,am,-X-,_,O,False
2689,looking,-X-,_,O,False
2690,for,-X-,_,O,False
2691,a,-X-,_,O,False
2692,heated,-X-,_,B-ATTRIBUTE,False
2693,air,-X-,_,I-ATTRIBUTE,False
2694,and,-X-,_,O,False
2695,water,-X-,_,B-ATTRIBUTE,False
2696,netted,-X-,_,I-ATTRIBUTE,False
2697,tub,-X-,_,B-PRODUCT,False
2698,.,-X-,_,O,False
2699,,,,,
2700,bathtub,-X-,_,B-PRODUCT,False
2701,with,-X-,_,O,False
2702,jets,-X-,_,B-ATTRIBUTE,False
2703,,,,,
2704,hello,-X-,_,O,False
2705,",",-X-,_,O,False
2706,what,-X-,_,O,False
2707,is,-X-,_,O,False
2708,the,-X-,_,O,False
2709,biggest,-X-,_,B-SIZE,False
2710,blade,-X-,_,B-ATTRIBUTE,False
2711,on,-X-,_,O,False
2712,a,-X-,_,O,False
2713,shower,-X-,_,B-PRODUCT,False
2714,squeeze,-X-,_,I-PRODUCT,False
2715,that,-X-,_,O,False
2716,you,-X-,_,O,False
2717,carry,-X-,_,O,False
2718,?,-X-,_,O,False
2719,?,-X-,_,O,False
2720,,,,,
2721,looking,-X-,_,O,False
2722,for,-X-,_,O,False
2723,a,-X-,_,O,False
2724,bathtub,-X-,_,B-PRODUCT,False
2725,left,-X-,_,B-ATTRIBUTE,False
2726,hand,-X-,_,I-ATTRIBUTE,False
2727,drain,-X-,_,I-ATTRIBUTE,False
2728,but,-X-,_,O,False
2729,square,-X-,_,B-SHAPE,False
2730,not,-X-,_,O,False
2731,oval,-X-,_,B-SHAPE,True
2732,,,,,
2733,do,-X-,_,O,False
2734,you,-X-,_,O,False
2735,sell,-X-,_,O,False
2736,a,-X-,_,O,False
2737,tub,-X-,_,B-PRODUCT,False
2738,shower,-X-,_,I-PRODUCT,False
2739,facet,-X-,_,I-PRODUCT,False
2740,set,-X-,_,I-PRODUCT,False
2741,that,-X-,_,O,False
2742,does,-X-,_,O,False
2743,not,-X-,_,O,False
2744,have,-X-,_,O,False
2745,the,-X-,_,O,False
2746,anti,-X-,_,B-ATTRIBUTE,True
2747,scale,-X-,_,I-ATTRIBUTE,True
2748,feature,-X-,_,I-ATTRIBUTE,True
2749,?,-X-,_,O,False
2750,,,,,
2751,what,-X-,_,O,False
2752,rectangular,-X-,_,B-SHAPE,False
2753,shower,-X-,_,B-PRODUCT,False
2754,units,-X-,_,I-PRODUCT,False
2755,are,-X-,_,O,False
2756,available,-X-,_,O,False
2757,?,-X-,_,O,False
2758,,,,,
2759,i,-X-,_,O,False
2760,am,-X-,_,O,False
2761,looking,-X-,_,O,False
2762,for,-X-,_,O,False
2763,a,-X-,_,O,False
2764,35,-X-,_,B-SIZE,False
2765,inch,-X-,_,I-SIZE,False
2766,bathroom,-X-,_,B-PRODUCT,False
2767,sink,-X-,_,I-PRODUCT,False
2768,countertop,-X-,_,I-PRODUCT,False
2769,with,-X-,_,O,False
2770,sink,-X-,_,B-ATTRIBUTE,False
2771,,,,,
2772,i,-X-,_,O,False
2773,'m,-X-,_,O,False
2774,looking,-X-,_,O,False
2775,f,-X-,_,O,False
2776,or,-X-,_,O,False
2777,a,-X-,_,O,False
2778,black,-X-,_,B-COLOUR,False
2779,matte,-X-,_,B-TEXTURE,False
2780,bathtub,-X-,_,B-PRODUCT,False
2781,double,-X-,_,I-PRODUCT,False
2782,sliding,-X-,_,I-PRODUCT,False
2783,door,-X-,_,I-PRODUCT,False
2784,,,,,
2785,need,-X-,_,O,False
2786,a,-X-,_,O,False
2787,27,-X-,_,B-SIZE,False
2788,inch,-X-,_,I-SIZE,False
2789,frameless,-X-,_,B-ATTRIBUTE,False
2790,shower,-X-,_,B-PRODUCT,False
2791,door,-X-,_,I-PRODUCT,False
2792,,,,,
