-DOCSTART-	-X-	O	
42"	-X-	_	B-SIZE
deep,	-X-	_	I-SIZE
with	-X-	_	O
no	-X-	_	O
seat	-X-	_	B-N-ATTRIBUTE
and	-X-	_	O
no	-X-	_	O
top	-X-	_	B-N-ATTRIBUTE
			
luggage	-X-	_	B-PRODUCT
without	-X-	_	O
wheels	-X-	_	B-N-ATTRIBUTE
			
I	-X-	_	O
found	-X-	_	O
a	-X-	_	O
vanity	-X-	_	B-PRODUCT
top	-X-	_	I-PRODUCT
I	-X-	_	O
love	-X-	_	O
but	-X-	_	O
it	-X-	_	O
has	-X-	_	O
only	-X-	_	O
one	-X-	_	B-N-ATTRIBUTE
hole	-X-	_	I-N-ATTRIBUTE
for	-X-	_	O
taps	-X-	_	B-ATTRIBUTE
and	-X-	_	O
that	-X-	_	O
doesn't	-X-	_	O
suit	-X-	_	O
our	-X-	_	O
needs	-X-	_	O
			
curbless	-X-	_	B-N-ATTRIBUTE
shower	-X-	_	B-PRODUCT
			
Walk	-X-	_	B-ATTRIBUTE
in	-X-	_	I-ATTRIBUTE
tubs	-X-	_	B-PRODUCT
for	-X-	_	O
seniors	-X-	_	B-ATTRIBUTE
			
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
shower	-X-	_	B-PRODUCT
door	-X-	_	I-PRODUCT
about	-X-	_	O
30	-X-	_	B-SIZE
inches	-X-	_	I-SIZE
			
I	-X-	_	O
need	-X-	_	O
a	-X-	_	O
toilet	-X-	_	B-PRODUCT
that	-X-	_	O
is	-X-	_	O
only	-X-	_	O
28	-X-	_	B-SIZE
inches	-X-	_	I-SIZE
high	-X-	_	I-SIZE
			
Hi,	-X-	_	O
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
bathroom	-X-	_	B-PRODUCT
LED	-X-	_	I-PRODUCT
mirrors	-X-	_	I-PRODUCT
that	-X-	_	O
are	-X-	_	O
24	-X-	_	B-SIZE
inch.	-X-	_	I-SIZE
That	-X-	_	O
are	-X-	_	O
hard	-X-	_	B-ATTRIBUTE
wired	-X-	_	I-ATTRIBUTE
and	-X-	_	O
can	-X-	_	O
be	-X-	_	O
turned	-X-	_	B-ATTRIBUTE
on	-X-	_	I-ATTRIBUTE
from	-X-	_	I-ATTRIBUTE
the	-X-	_	I-ATTRIBUTE
mirror	-X-	_	I-ATTRIBUTE
			
Denim	-X-	_	B-MATERIAL
skirts?	-X-	_	B-PRODUCT
			
touch	-X-	_	O
of	-X-	_	O
linen	-X-	_	B-MATERIAL
buttoned	-X-	_	B-ATTRIBUTE
skirt	-X-	_	B-PRODUCT
in	-X-	_	O
patterned	-X-	_	B-COLOUR
white	-X-	_	I-COLOUR
colour	-X-	_	I-COLOUR
			
Base	-X-	_	B-PRODUCT
cabinet	-X-	_	I-PRODUCT
42	-X-	_	B-SIZE
inches	-X-	_	I-SIZE
long	-X-	_	I-SIZE
			
Do	-X-	_	O
you	-X-	_	O
have	-X-	_	O
the	-X-	_	O
sweater	-X-	_	B-PRODUCT
in	-X-	_	O
medium?	-X-	_	B-SIZE
			
Hi.	-X-	_	O
Do	-X-	_	O
you	-X-	_	O
have	-X-	_	O
sheer	-X-	_	B-PRODUCT
curtains	-X-	_	I-PRODUCT
which	-X-	_	O
I	-X-	_	O
can	-X-	_	O
place	-X-	_	O
on	-X-	_	O
hooks	-X-	_	B-ATTRIBUTE
instead	-X-	_	O
of	-X-	_	O
a	-X-	_	O
rod	-X-	_	B-N-ATTRIBUTE
			
Looking	-X-	_	O
for	-X-	_	O
Grey	-X-	_	B-COLOUR
drapery	-X-	_	B-PRODUCT
panels	-X-	_	I-PRODUCT
10	-X-	_	B-SIZE
feet	-X-	_	I-SIZE
in	-X-	_	I-SIZE
length	-X-	_	I-SIZE
			
twik	-X-	_	O
white	-X-	_	B-COLOUR
sleeveless	-X-	_	B-N-ATTRIBUTE
button	-X-	_	B-ATTRIBUTE
closure	-X-	_	I-ATTRIBUTE
top	-X-	_	B-PRODUCT
			
Do	-X-	_	O
you	-X-	_	O
have	-X-	_	O
waterproof	-X-	_	B-ATTRIBUTE
queen	-X-	_	B-SIZE
size	-X-	_	I-SIZE
mattress	-X-	_	B-PRODUCT
protectors	-X-	_	I-PRODUCT
for	-X-	_	O
over	-X-	_	O
18	-X-	_	B-SIZE
inch	-X-	_	I-SIZE
mattresses?	-X-	_	O
			
Looking	-X-	_	O
for	-X-	_	O
Mercerized	-X-	_	O
cotton	-X-	_	B-MATERIAL
high-performance	-X-	_	B-ATTRIBUTE
T-shirt	-X-	_	B-PRODUCT
in	-X-	_	O
size	-X-	_	B-SIZE
medium	-X-	_	I-SIZE
			
Are	-X-	_	O
the	-X-	_	O
round	-X-	_	B-ATTRIBUTE
velvet	-X-	_	B-MATERIAL
floor	-X-	_	B-PRODUCT
cushions	-X-	_	I-PRODUCT
available	-X-	_	O
in	-X-	_	O
store?	-X-	_	O
			
I	-X-	_	O
would	-X-	_	O
like	-X-	_	O
the	-X-	_	O
sweater	-X-	_	B-PRODUCT
as	-X-	_	O
well	-X-	_	O
as	-X-	_	O
the	-X-	_	O
icons	-X-	_	B-PRODUCT
pencil	-X-	_	I-PRODUCT
skirt	-X-	_	I-PRODUCT
in	-X-	_	O
green	-X-	_	B-COLOUR
			
Sleeveless	-X-	_	B-N-ATTRIBUTE
sweater	-X-	_	B-PRODUCT
			
Unflavored	-X-	_	B-N-ATTRIBUTE
unsweetened	-X-	_	B-N-ATTRIBUTE
			
do	-X-	_	O
you	-X-	_	O
have	-X-	_	O
the	-X-	_	O
stainless	-X-	_	B-MATERIAL
steel	-X-	_	I-MATERIAL
shaker	-X-	_	B-PRODUCT
cups	-X-	_	I-PRODUCT
			
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
flavor	-X-	_	B-PRODUCT
powders	-X-	_	I-PRODUCT
which	-X-	_	O
I	-X-	_	O
can	-X-	_	O
use	-X-	_	O
in	-X-	_	O
yoghurts	-X-	_	O
for	-X-	_	O
example	-X-	_	O
			
Hi,	-X-	_	O
do	-X-	_	O
you	-X-	_	O
sell	-X-	_	O
fingerless	-X-	_	B-N-ATTRIBUTE
gloves	-X-	_	B-PRODUCT
please	-X-	_	O
			
Need	-X-	_	O
an	-X-	_	O
inexpensive	-X-	_	B-PRICE
thermostatic	-X-	_	B-PRODUCT
shower	-X-	_	I-PRODUCT
set	-X-	_	I-PRODUCT
with	-X-	_	O
an	-X-	_	O
extra	-X-	_	B-ATTRIBUTE
outlet	-X-	_	I-ATTRIBUTE
for	-X-	_	O
bidet.	-X-	_	O
Can	-X-	_	O
you	-X-	_	O
suggest	-X-	_	O
a	-X-	_	O
couple.	-X-	_	O
			
hi,	-X-	_	O
can	-X-	_	O
I	-X-	_	O
put	-X-	_	O
a	-X-	_	O
tankless	-X-	_	B-N-ATTRIBUTE
toilet	-X-	_	B-PRODUCT
into	-X-	_	O
a	-X-	_	O
2"x	-X-	_	B-SIZE
4"	-X-	_	B-SIZE
wall?	-X-	_	O
			
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
left	-X-	_	B-ATTRIBUTE
offset	-X-	_	I-ATTRIBUTE
vanity	-X-	_	B-PRODUCT
set	-X-	_	I-PRODUCT
up	-X-	_	O
to	-X-	_	O
48	-X-	_	B-SIZE
inches	-X-	_	I-SIZE
wide,	-X-	_	I-SIZE
white,	-X-	_	B-COLOUR
brushed	-X-	_	B-ATTRIBUTE
nickel	-X-	_	B-MATERIAL
hardware	-X-	_	B-ATTRIBUTE
			
seamless	-X-	_	B-N-ATTRIBUTE
undermount	-X-	_	B-PRODUCT
			
Touchless	-X-	_	B-N-ATTRIBUTE
kitchen	-X-	_	B-PRODUCT
faucet	-X-	_	I-PRODUCT
			
Looking	-X-	_	O
for	-X-	_	O
bowl	-X-	_	B-PRODUCT
with	-X-	_	O
pattern	-X-	_	B-ATTRIBUTE
LESS	-X-	_	O
than	-X-	_	O
5	-X-	_	B-N-SIZE
inches	-X-	_	I-N-SIZE
deep.	-X-	_	I-N-SIZE
Can	-X-	_	O
be	-X-	_	O
7	-X-	_	B-SIZE
inches	-X-	_	I-SIZE
wide	-X-	_	I-SIZE
			
Looking	-X-	_	O
shower	-X-	_	B-PRODUCT
door	-X-	_	I-PRODUCT
frameless	-X-	_	B-N-ATTRIBUTE
of	-X-	_	O
60	-X-	_	B-SIZE
inch	-X-	_	I-SIZE
standing	-X-	_	B-ATTRIBUTE
shower	-X-	_	B-PRODUCT
			
Do	-X-	_	O
you	-X-	_	O
sell	-X-	_	O
beige	-X-	_	B-COLOUR
toilets.	-X-	_	B-PRODUCT
Bone	-X-	_	B-N-COLOUR
and	-X-	_	O
buscuit	-X-	_	B-N-COLOUR
are	-X-	_	O
too	-X-	_	O
light	-X-	_	O
in	-X-	_	O
colour	-X-	_	O
			
We're	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
shower	-X-	_	B-PRODUCT
door	-X-	_	I-PRODUCT
set	-X-	_	I-PRODUCT
greater	-X-	_	O
than	-X-	_	O
70	-X-	_	B-SIZE
inches	-X-	_	I-SIZE
wide	-X-	_	I-SIZE
			
18	-X-	_	B-SIZE
inch	-X-	_	I-SIZE
deep	-X-	_	I-SIZE
by	-X-	_	O
36	-X-	_	B-SIZE
inches	-X-	_	I-SIZE
long	-X-	_	I-SIZE
brown	-X-	_	B-COLOUR
freestanding	-X-	_	B-ATTRIBUTE
vanity	-X-	_	B-PRODUCT
			
Looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
36	-X-	_	B-SIZE
inch	-X-	_	I-SIZE
vanity	-X-	_	B-PRODUCT
with	-X-	_	O
granite	-X-	_	B-MATERIAL
top	-X-	_	B-ATTRIBUTE
			
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
bathroom	-X-	_	B-PRODUCT
mirrors	-X-	_	I-PRODUCT
black	-X-	_	B-COLOUR
framed	-X-	_	B-ATTRIBUTE
in	-X-	_	O
rectangular	-X-	_	B-SHAPE
and	-X-	_	O
oval	-X-	_	B-SHAPE
			
looking	-X-	_	O
at	-X-	_	O
36	-X-	_	B-SIZE
inch	-X-	_	I-SIZE
medicine	-X-	_	B-PRODUCT
cabinet	-X-	_	I-PRODUCT
for	-X-	_	O
$399	-X-	_	B-PRICE
.	-X-	_	O
is	-X-	_	O
it	-X-	_	O
recessed	-X-	_	O
able	-X-	_	O
to	-X-	_	O
fit	-X-	_	O
into	-X-	_	O
wall	-X-	_	O
as	-X-	_	O
a	-X-	_	O
flush	-X-	_	O
mount?	-X-	_	O
			
Vessel	-X-	_	B-PRODUCT
bag	-X-	_	I-PRODUCT
in	-X-	_	O
goldish	-X-	_	B-COLOUR
color	-X-	_	O
			
Looking	-X-	_	O
for	-X-	_	O
protein	-X-	_	B-PRODUCT
powder	-X-	_	I-PRODUCT
no	-X-	_	O
carb	-X-	_	B-N-ATTRIBUTE
no	-X-	_	O
suger	-X-	_	B-N-ATTRIBUTE
			
I	-X-	_	O
am	-X-	_	O
brand	-X-	_	O
new	-X-	_	O
to	-X-	_	O
fat	-X-	_	B-PRODUCT
burners,	-X-	_	I-PRODUCT
I	-X-	_	O
want	-X-	_	O
to	-X-	_	O
know	-X-	_	O
a	-X-	_	O
good	-X-	_	O
fat	-X-	_	B-PRODUCT
burner	-X-	_	I-PRODUCT
to	-X-	_	O
see	-X-	_	O
good	-X-	_	O
results.	-X-	_	O
			
i	-X-	_	O
want	-X-	_	O
protein	-X-	_	B-PRODUCT
without	-X-	_	O
lactose	-X-	_	B-N-ATTRIBUTE
			
I'm	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
whey	-X-	_	B-PRODUCT
proteine	-X-	_	I-PRODUCT
with	-X-	_	O
not	-X-	_	O
soy	-X-	_	B-N-ATTRIBUTE
in	-X-	_	O
it!	-X-	_	O
			
Hi,	-X-	_	O
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
whey	-X-	_	B-PRODUCT
protein	-X-	_	I-PRODUCT
with	-X-	_	O
not	-X-	_	O
soy,	-X-	_	B-N-ATTRIBUTE
does	-X-	_	O
it	-X-	_	O
even	-X-	_	O
exist?	-X-	_	O
			
I'm	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
supplement	-X-	_	B-PRODUCT
to	-X-	_	O
help	-X-	_	O
me	-X-	_	O
get	-X-	_	O
back	-X-	_	O
into	-X-	_	O
ketosis	-X-	_	B-ATTRIBUTE
,	-X-	_	O
but	-X-	_	O
not	-X-	_	O
a	-X-	_	O
pill.	-X-	_	B-N-ATTRIBUTE
Something	-X-	_	O
I	-X-	_	O
can	-X-	_	O
mix	-X-	_	O
in	-X-	_	O
my	-X-	_	O
water.	-X-	_	O
			
Looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
testosterone	-X-	_	B-PRODUCT
supplment	-X-	_	I-PRODUCT
and	-X-	_	O
I	-X-	_	O
have	-X-	_	O
no	-X-	_	O
idea	-X-	_	O
which	-X-	_	O
one	-X-	_	O
to	-X-	_	O
buy	-X-	_	O
			
Hi,	-X-	_	O
I	-X-	_	O
would	-X-	_	O
like	-X-	_	O
to	-X-	_	O
have	-X-	_	O
a	-X-	_	O
protein	-X-	_	B-PRODUCT
powder	-X-	_	I-PRODUCT
without	-X-	_	O
caffeine	-X-	_	B-N-ATTRIBUTE
			
i	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
very	-X-	_	O
good	-X-	_	O
fat	-X-	_	B-PRODUCT
burner	-X-	_	I-PRODUCT
thats	-X-	_	O
not	-X-	_	O
too	-X-	_	O
heavy	-X-	_	B-N-ATTRIBUTE
in	-X-	_	I-N-ATTRIBUTE
stimulants.	-X-	_	I-N-ATTRIBUTE
			
I	-X-	_	O
saw	-X-	_	O
a	-X-	_	O
sweater	-X-	_	B-PRODUCT
block	-X-	_	I-PRODUCT
with	-X-	_	O
multi	-X-	_	B-COLOUR
colour	-X-	_	I-COLOUR
yesterday.	-X-	_	O
I	-X-	_	O
wish	-X-	_	O
to	-X-	_	O
order	-X-	_	O
and	-X-	_	O
now	-X-	_	O
can't	-X-	_	O
find..	-X-	_	O
			
I'm	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
polo	-X-	_	B-PRODUCT
shirt	-X-	_	I-PRODUCT
with	-X-	_	O
no	-X-	_	O
logo	-X-	_	B-N-ATTRIBUTE
on	-X-	_	O
it.	-X-	_	O
			
Hi	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
the	-X-	_	O
toque	-X-	_	B-PRODUCT
and	-X-	_	O
neck	-X-	_	B-PRODUCT
tube	-X-	_	I-PRODUCT
displayed	-X-	_	O
in	-X-	_	O
the	-X-	_	O
woman's	-X-	_	B-ATTRIBUTE
ski	-X-	_	B-PRODUCT
jacket	-X-	_	I-PRODUCT
the	-X-	_	O
jacket	-X-	_	B-PRODUCT
color	-X-	_	O
that	-X-	_	O
is	-X-	_	O
light	-X-	_	B-COLOUR
blue	-X-	_	I-COLOUR
and	-X-	_	O
green	-X-	_	B-COLOUR
,	-X-	_	O
the	-X-	_	O
tuque	-X-	_	B-PRODUCT
and	-X-	_	O
neck	-X-	_	B-PRODUCT
tube	-X-	_	I-PRODUCT
is	-X-	_	O
a	-X-	_	O
dusty	-X-	_	B-COLOUR
pink	-X-	_	I-COLOUR
sort	-X-	_	O
of	-X-	_	O
color,	-X-	_	O
I	-X-	_	O
can't	-X-	_	O
find	-X-	_	O
it	-X-	_	O
anywhere	-X-	_	O
on	-X-	_	O
sight	-X-	_	O
i	-X-	_	O
see	-X-	_	O
simiar	-X-	_	O
items	-X-	_	O
but	-X-	_	O
want	-X-	_	O
a	-X-	_	O
matching	-X-	_	O
set	-X-	_	O
			
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
bomber	-X-	_	B-ATTRIBUTE
style	-X-	_	I-ATTRIBUTE
jacket	-X-	_	B-PRODUCT
2	-X-	_	B-SIZE
XS	-X-	_	I-SIZE
no	-X-	_	O
hoody	-X-	_	B-N-ATTRIBUTE
,	-X-	_	O
and	-X-	_	O
black	-X-	_	B-COLOUR
			
Women's	-X-	_	B-ATTRIBUTE
pyjama	-X-	_	B-PRODUCT
pants	-X-	_	I-PRODUCT
without	-X-	_	O
waistband	-X-	_	B-N-ATTRIBUTE
			
Good	-X-	_	O
morning	-X-	_	O
I	-X-	_	O
am	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
puffer	-X-	_	B-PRODUCT
vest	-X-	_	I-PRODUCT
three-quarter	-X-	_	B-SIZE
length	-X-	_	I-SIZE
I've	-X-	_	O
seen	-X-	_	O
them	-X-	_	O
On	-X-	_	O
the	-X-	_	O
website	-X-	_	O
but	-X-	_	O
no	-X-	_	O
longer	-X-	_	O
there	-X-	_	O
			
Good	-X-	_	O
morning,	-X-	_	O
I	-X-	_	O
would	-X-	_	O
like	-X-	_	O
to	-X-	_	O
buy	-X-	_	O
the	-X-	_	O
product	-X-	_	B-PRODUCT
below,	-X-	_	O
size	-X-	_	B-SIZE
M:	-X-	_	I-SIZE
How	-X-	_	O
can	-X-	_	O
I	-X-	_	O
proceed	-X-	_	O
with	-X-	_	O
this	-X-	_	O
purchase?	-X-	_	O
It	-X-	_	O
doesn't	-X-	_	O
seem	-X-	_	O
to	-X-	_	O
be	-X-	_	O
available	-X-	_	O
at	-X-	_	O
the	-X-	_	O
moment	-X-	_	O
			
Want	-X-	_	O
to	-X-	_	O
order	-X-	_	O
Women's	-X-	_	B-ATTRIBUTE
warm	-X-	_	B-ATTRIBUTE
waterproof	-X-	_	B-ATTRIBUTE
snow	-X-	_	B-PRODUCT
boots	-X-	_	I-PRODUCT
in	-X-	_	O
size	-X-	_	B-SIZE
8	-X-	_	I-SIZE
.	-X-	_	O
Doesn't	-X-	_	O
say	-X-	_	O
out	-X-	_	O
of	-X-	_	O
stock	-X-	_	O
but	-X-	_	O
can't	-X-	_	O
put	-X-	_	O
order	-X-	_	O
in.	-X-	_	O
Please	-X-	_	O
advise.	-X-	_	O
			
Hi,	-X-	_	O
I'm	-X-	_	O
interested	-X-	_	O
in	-X-	_	O
the	-X-	_	O
women's	-X-	_	B-ATTRIBUTE
waterproof	-X-	_	I-ATTRIBUTE
mountain	-X-	_	B-PRODUCT
walking	-X-	_	I-PRODUCT
jacket	-X-	_	I-PRODUCT
in	-X-	_	O
green	-X-	_	B-COLOUR
but	-X-	_	O
the	-X-	_	O
website	-X-	_	O
only	-X-	_	O
gives	-X-	_	O
the	-X-	_	O
option	-X-	_	O
for	-X-	_	O
size	-X-	_	B-N-SIZE
XS	-X-	_	I-N-SIZE
and	-X-	_	O
does	-X-	_	O
not	-X-	_	O
allow	-X-	_	O
to	-X-	_	O
request	-X-	_	O
a	-X-	_	O
notification	-X-	_	O
			
Hi	-X-	_	O
I'm	-X-	_	O
looking	-X-	_	O
to	-X-	_	O
buy	-X-	_	O
this	-X-	_	O
but	-X-	_	O
I	-X-	_	O
cannot	-X-	_	O
find	-X-	_	O
an	-X-	_	O
22	-X-	_	B-SIZE
mm	-X-	_	I-SIZE
nozzle	-X-	_	B-PRODUCT
pump	-X-	_	I-PRODUCT
anywhere,	-X-	_	O
do	-X-	_	O
you	-X-	_	O
have	-X-	_	O
one	-X-	_	O
on	-X-	_	O
your	-X-	_	O
site	-X-	_	O
or	-X-	_	O
know	-X-	_	O
where	-X-	_	O
I	-X-	_	O
can	-X-	_	O
get	-X-	_	O
one?	-X-	_	O
Thanks	-X-	_	O
			
Pool	-X-	_	B-PRODUCT
cue	-X-	_	I-PRODUCT
cases	-X-	_	I-PRODUCT
not	-X-	_	O
pool	-X-	_	B-N-PRODUCT
cues	-X-	_	I-N-PRODUCT
			
Looking	-X-	_	O
to	-X-	_	O
buy	-X-	_	O
hiking	-X-	_	B-PRODUCT
trousers	-X-	_	I-PRODUCT
but	-X-	_	O
don't	-X-	_	O
understand	-X-	_	O
sizes.	-X-	_	O
I	-X-	_	O
am	-X-	_	O
38in	-X-	_	B-SIZE
waist	-X-	_	I-SIZE
and	-X-	_	O
29in	-X-	_	B-SIZE
leg.	-X-	_	I-SIZE
Looking	-X-	_	O
to	-X-	_	O
buy	-X-	_	O
trekking	-X-	_	B-PRODUCT
trousers	-X-	_	I-PRODUCT
what	-X-	_	O
size	-X-	_	O
do	-X-	_	O
I	-X-	_	O
need	-X-	_	O
			
is	-X-	_	O
it	-X-	_	O
possible	-X-	_	O
to	-X-	_	O
order	-X-	_	O
a	-X-	_	O
bathroom	-X-	_	B-PRODUCT
vanity	-X-	_	I-PRODUCT
without	-X-	_	O
the	-X-	_	O
countertop?	-X-	_	B-N-ATTRIBUTE
			
I'm	-X-	_	O
looking	-X-	_	O
for	-X-	_	O
a	-X-	_	O
shower	-X-	_	B-PRODUCT
unit	-X-	_	I-PRODUCT
including	-X-	_	O
walls	-X-	_	B-ATTRIBUTE
bae	-X-	_	I-ATTRIBUTE
and	-X-	_	O
glass	-X-	_	B-MATERIAL
enclosure	-X-	_	O
but	-X-	_	O
the	-X-	_	O
whole	-X-	_	O
unit	-X-	_	O
cannot	-X-	_	O
be	-X-	_	O
higher	-X-	_	B-SIZE
than	-X-	_	O
75	-X-	_	B-N-SIZE
inches	-X-	_	I-N-SIZE
			
Hi	-X-	_	O
i	-X-	_	O
need	-X-	_	O
a	-X-	_	O
10"	-X-	_	B-SIZE
rough	-X-	_	O
in	-X-	_	O
toilet	-X-	_	B-PRODUCT
asap,	-X-	_	O
i'm	-X-	_	O
not	-X-	_	O
sure	-X-	_	O
if	-X-	_	O
you	-X-	_	O
have	-X-	_	O
it	-X-	_	O
in	-X-	_	O
stock.	-X-	_	O
I	-X-	_	O
don't	-X-	_	O
want	-X-	_	O
